"SDG","SDG target","SDG indicator","Indicator Code","Indicator name","Geographical area code","Geographical area name","Year","Value","Time detail","Source","Footnote","Type of data","Units","Age group","Bounds","Frequency","Level/Status","Location","Type of reporting","Sex","SDG 6 Data portal level"
NA,NA,"6.1.1",NA,"Drinking water, Available",NA,"Costa Rica","2020",81.05455,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Rural",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Available"
NA,NA,"6.1.1",NA,"Drinking water, Available",NA,"Brazil","2020",81.37164890031,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Rural",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Available"
NA,NA,"6.1.1",NA,"Drinking water, Available",NA,"Honduras","2020",68.534239518375,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Rural",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Available"
NA,NA,"6.1.1",NA,"Drinking water, Available",NA,"Cuba","2020",89.284515263825,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Rural",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Available"
NA,NA,"6.1.1",NA,"Drinking water, Available",NA,"El Salvador","2020",64.539452576473,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Rural",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Available"
NA,NA,"6.1.1",NA,"Drinking water, On premises",NA,"Colombia","2020",82.511784749929,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Rural",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises"
NA,NA,"6.1.1",NA,"Drinking water, On premises",NA,"Haiti","2020",7.437811124781,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Rural",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises"
NA,NA,"6.1.1",NA,"Drinking water, On premises",NA,"Jamaica","2020",72.446958764235,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Rural",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises"
NA,NA,"6.1.1",NA,"Drinking water, On premises",NA,"Bolivia (Plurinational State of)","2020",62.344121109059,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Rural",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises"
NA,NA,"6.1.1",NA,"Drinking water, On premises",NA,"Ecuador","2020",86.490524099878,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Rural",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises"
NA,NA,"6.1.1",NA,"Drinking water, On premises",NA,"Cuba","2020",90.61763557373,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Rural",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises"
NA,NA,"6.1.1",NA,"Drinking water, On premises",NA,"El Salvador","2020",80.102707706669,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Rural",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises"
NA,NA,"6.1.1",NA,"Drinking water, On premises",NA,"Guatemala","2020",79.165781123499,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Rural",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises"
NA,NA,"6.1.1",NA,"Drinking water, On premises",NA,"Dominican Republic","2020",80.052665332537,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Rural",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises"
NA,NA,"6.1.1",NA,"Drinking water, On premises",NA,"Chile","2020",97.970123388188,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Rural",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises"
NA,NA,"6.1.1",NA,"Drinking water, On premises",NA,"Belize","2020",95.910399036743,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Rural",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises"
NA,NA,"6.1.1",NA,"Drinking water, On premises",NA,"Falkland Islands (Malvinas)","2020",67.259414225941,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Rural",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises"
NA,NA,"6.1.1",NA,"Drinking water, On premises",NA,"Costa Rica","2020",98.665478571428,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Rural",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises"
NA,NA,"6.1.1",NA,"Drinking water, On premises",NA,"Brazil","2020",95.945259533121,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Rural",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises"
NA,NA,"6.1.1",NA,"Drinking water, On premises",NA,"Honduras","2020",77.412093566998,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Rural",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises"
NA,NA,"6.1.1",NA,"Drinking water, On premises",NA,"Mexico","2020",86.465371905025,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Rural",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises"
NA,NA,"6.1.1",NA,"Drinking water, On premises",NA,"Guyana","2020",92.362248473179,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Rural",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > On premises"
NA,NA,"6.1.1",NA,"Drinking water, Safely managed service",NA,"Guatemala","2020",45.530457960977,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Rural",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Overall"
NA,NA,"6.1.1",NA,"Drinking water, Safely managed service",NA,"Costa Rica","2020",81.05455,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Rural",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Overall"
NA,NA,"6.1.1",NA,"Drinking water, Safely managed service",NA,"Brazil","2020",71.789525494006,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Rural",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Overall"
NA,NA,"6.1.1",NA,"Drinking water, Safely managed service",NA,"Honduras","2020",18.714820444103,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Rural",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Overall"
NA,NA,"6.1.1",NA,"Drinking water, Safely managed service",NA,"Colombia","2020",40.205469321268,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Rural",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Overall"
NA,NA,"6.1.1",NA,"Drinking water, Safely managed service",NA,"Ecuador","2020",52.814137191484,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Rural",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Safely managed service > Overall"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Barbados","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Brazil","2020",1.1094252807198,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Mexico","2020",2.0012624068458,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Ecuador","2020",4.5560482286862,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Puerto Rico","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Jamaica","2020",13.221094327975,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"French Guiana","2020",6.2442075660241,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"United States Virgin Islands","2020",52.034346306231,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"El Salvador","2020",6.6715327708839,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Costa Rica","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Colombia","2020",9.0543394588184,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Dominican Republic","2020",16.294777818737,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Chile","2020",0.12892477703538,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Martinique","2020",0.16744800331344,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Saint Barthélemy","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Saint Martin (French Part)","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Montserrat","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Guadeloupe","2020",0.026551886211863,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Guyana","2020",31.328076923413,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Bolivia (Plurinational State of)","2020",24.916157712088,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Cuba","2020",18.903579336064,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Falkland Islands (Malvinas)","2020",4.6910708844942,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Belize","2020",12.522595028166,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Haiti","2020",57.418850983032,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Guatemala","2020",17.935903213767,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Non-piped improved",NA,"Honduras","2020",4.5745370904442,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Non-piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Piped improved",NA,"Dominican Republic","2020",80.859072753942,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Piped improved",NA,"Chile","2020",99.871073945825,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Piped improved",NA,"Martinique","2020",99.674522780877,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Piped improved",NA,"Saint Barthélemy","2020",100,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Piped improved",NA,"Saint Martin (French Part)","2020",99.999271389449,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Piped improved",NA,"Montserrat","2020",98.077482622079,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Piped improved",NA,"Guadeloupe","2020",99.776574152534,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Piped improved",NA,"Guyana","2020",65.431974330416,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Piped improved",NA,"Bolivia (Plurinational State of)","2020",68.610504448506,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Piped improved",NA,"Cuba","2020",79.570501361859,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Piped improved",NA,"Falkland Islands (Malvinas)","2020",90.61785651971,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Piped improved",NA,"Belize","2020",87.128470230744,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Piped improved",NA,"Haiti","2020",19.091001065723,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Piped improved",NA,"Guatemala","2020",77.104675567089,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Piped improved",NA,"Honduras","2020",91.540304645306,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Piped improved",NA,"Barbados","2020",98.782050994764,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Piped improved",NA,"Brazil","2020",98.337976709344,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Piped improved",NA,"Mexico","2020",97.678305876265,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Piped improved",NA,"Puerto Rico","2020",100,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Piped improved",NA,"Ecuador","2020",90.807166793609,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Piped improved",NA,"Jamaica","2020",83.17642108985,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Piped improved",NA,"French Guiana","2020",87.53800878164,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Piped improved",NA,"United States Virgin Islands","2020",46.683921069637,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Piped improved",NA,"El Salvador","2020",91.482305866093,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Piped improved",NA,"Costa Rica","2020",99.999996405548,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Piped improved",NA,"Colombia","2020",88.623469806488,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Piped improved"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"Guyana","2020",96.76005125383,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"Bolivia (Plurinational State of)","2020",93.526662160594,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"Cuba","2020",98.474080697923,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"Haiti","2020",76.509852048755,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"Falkland Islands (Malvinas)","2020",95.308927404204,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"Belize","2020",99.65106525891,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"Guatemala","2020",95.040578780856,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"Honduras","2020",96.114841735751,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"Barbados","2020",98.782050994764,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"Brazil","2020",99.447401990064,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"Mexico","2020",99.67956828311,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"Puerto Rico","2020",100,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"Ecuador","2020",95.363215022295,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"Jamaica","2020",96.397515417826,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"French Guiana","2020",93.782216347664,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"United States Virgin Islands","2020",98.718267375869,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"El Salvador","2020",98.153838636976,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"Costa Rica","2020",99.999996405548,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"Colombia","2020",97.677809265306,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"Dominican Republic","2020",97.153850572679,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"Chile","2020",99.999998722861,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"Martinique","2020",99.841970784191,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"Saint Barthélemy","2020",100,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"Saint Martin (French Part)","2020",99.999271389449,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"Montserrat","2020",98.077482622079,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"Guadeloupe","2020",99.803126038746,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Total",NA,"British Virgin Islands","2020",99.864383561644,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved drinking-water source > Total"
NA,NA,"6.1.1",NA,"Drinking water, Surface water",NA,"Barbados","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Surface water"
NA,NA,"6.1.1",NA,"Drinking water, Surface water",NA,"Mexico","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Surface water"
NA,NA,"6.1.1",NA,"Drinking water, Surface water",NA,"Ecuador","2020",2.0322995885155,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Surface water"
NA,NA,"6.1.1",NA,"Drinking water, Surface water",NA,"Puerto Rico","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Surface water"
NA,NA,"6.1.1",NA,"Drinking water, Surface water",NA,"Jamaica","2020",1.738474378729,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Surface water"
NA,NA,"6.1.1",NA,"Drinking water, Surface water",NA,"French Guiana","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Surface water"
NA,NA,"6.1.1",NA,"Drinking water, Surface water",NA,"United States Virgin Islands","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.1.1 Proportion of population using safely managed drinking water services > Surface water"
